habit_id,habit_name,habit_category,priority,timestamp,date,time,time_of_day,day_of_week,past_three_days,completed
7b909daf-224d-4937-a0bf-3c645f7bc793,Workout,Health,1,2025-06-07T01:13:25.404494,2025-06-07,01:13:25,1,5,"1,1,0",True
a4434ec0-e834-42d3-ad21-a29220445334,Drink Water,Health,3,2025-06-06T16:09:25.404510,2025-06-06,16:09:25,16,4,"0,0,1",False
b1a17272-7e77-42c6-a80e-5b3e97f97a07,Code 1 Hour,Skill,3,2025-06-04T19:04:25.404528,2025-06-04,19:04:25,19,2,"0,1,1",True
ac27847d-6ad8-4ef5-a669-6ce5c7ac89d3,Eat 5 Veggies,Health,5,2025-06-03T17:57:25.404545,2025-06-03,17:57:25,17,1,"0,0,0",False
37de05f0-9a9b-467f-9418-c6a0b8a29b2e,Eat 5 Veggies,Health,2,2025-06-05T09:16:25.404560,2025-06-05,09:16:25,9,3,"0,1,1",True
96a830fa-8e2e-489b-b554-40db405fde37,Run 5km,Health,4,2025-06-04T09:14:25.404576,2025-06-04,09:14:25,9,2,"0,1,1",False
3027e8be-eb8b-496c-951a-ef1cd10a9713,Practice Piano,Skill,5,2025-06-03T18:20:25.404592,2025-06-03,18:20:25,18,1,"1,0,0",True
e2d4122a-fa02-498d-9801-3ded8eead421,Write Blog,Skill,1,2025-06-05T10:22:25.404611,2025-06-05,10:22:25,10,3,"0,0,1",True
351f01e9-e301-42ca-ae08-7a9fff674921,Study Calculus 30 Min,Study,2,2025-06-06T02:36:25.404627,2025-06-06,02:36:25,2,4,"1,0,0",True
be13e014-7077-4bd3-929c-85b925f21224,Stretching,Health,1,2025-06-06T11:44:25.404644,2025-06-06,11:44:25,11,4,"1,0,0",False
68d664e8-9688-4979-b177-4d9155006cf2,Workout,Health,3,2025-06-03T21:29:25.404660,2025-06-03,21:29:25,21,1,"1,0,1",False
5907655a-cf18-41df-acc7-defa9d85884f,Workout,Health,4,2025-06-04T05:09:25.404676,2025-06-04,05:09:25,5,2,"0,0,1",True
bcc4da08-3a09-485c-ae2b-e6319b6d7645,Code 1 Hour,Skill,5,2025-06-04T12:43:25.404694,2025-06-04,12:43:25,12,2,"0,0,1",False
1867a7d0-59e5-4885-8a6b-04b951efdf87,Do Laundry,Chore,4,2025-06-05T09:41:25.404710,2025-06-05,09:41:25,9,3,"1,0,1",True
97bd3b31-9413-403e-b1c7-7b87088a8c75,Journal,Wellness,2,2025-06-06T22:29:25.404728,2025-06-06,22:29:25,22,4,"1,0,0",True
8b65f3c0-4921-4405-aab7-415615308610,Journal,Wellness,2,2025-06-04T13:17:25.404745,2025-06-04,13:17:25,13,2,"0,1,0",True
c8cf2ea5-d1d4-4906-8f31-10182b40eea4,Write Blog,Skill,5,2025-06-08T03:41:25.404762,2025-06-08,03:41:25,3,6,"1,0,1",False
4aee9260-5497-4fdd-93fe-617903f615c0,Learn JavaScript,Study,2,2025-06-02T23:26:25.404778,2025-06-02,23:26:25,23,0,"1,1,0",True
6657e7a2-7c94-4b37-89db-f764d4b5cb84,Run 5km,Health,2,2025-06-04T01:12:25.404794,2025-06-04,01:12:25,1,2,"0,0,1",True
6384e598-4809-48bf-b9d5-fb8c0cb5ba98,Meditation,Wellness,3,2025-06-08T17:21:25.404811,2025-06-08,17:21:25,17,6,"1,1,0",False
fedf0561-0825-4a87-a1f0-79758e18d1fb,Write Blog,Skill,5,2025-06-05T13:25:25.404827,2025-06-05,13:25:25,13,3,"0,1,1",False
4829afad-d028-4a19-8f48-5d60320ff8bf,Do Laundry,Chore,4,2025-06-07T21:26:25.404843,2025-06-07,21:26:25,21,5,"1,1,0",True
7fab73fb-9250-4387-a5d3-98658833fc20,Run 5km,Health,3,2025-06-06T12:16:25.404877,2025-06-06,12:16:25,12,4,"1,0,0",False
a47379e5-0d53-46a9-9919-582b0372ce6f,Journal,Wellness,4,2025-06-09T15:34:25.404895,2025-06-09,15:34:25,15,0,"0,1,1",False
eb3b7e8b-557e-4989-b150-60d96a800230,Walk 10k Steps,Health,3,2025-06-05T14:06:25.404911,2025-06-05,14:06:25,14,3,"1,0,1",True
e5aca6ee-a783-4d53-bcc6-d645adcde18e,Stretching,Health,3,2025-06-06T23:07:25.404928,2025-06-06,23:07:25,23,4,"0,0,1",True
5c03bb9d-0f40-431f-8cf6-10c3dc7ad5bf,Write Blog,Skill,3,2025-06-08T21:19:25.404943,2025-06-08,21:19:25,21,6,"0,1,0",False
f50a9e58-55aa-498e-8eb9-61f289ac3e62,Workout,Health,2,2025-06-06T05:39:25.404959,2025-06-06,05:39:25,5,4,"1,1,0",True
a351d15f-7bc8-4944-bd45-e5ade4808d85,Learn JavaScript,Study,1,2025-06-04T09:23:25.404975,2025-06-04,09:23:25,9,2,"0,1,1",False
e24de484-4173-4921-a992-e7e9c75791ce,Read 20 Pages,Study,2,2025-06-03T11:00:25.404991,2025-06-03,11:00:25,11,1,"1,1,0",False
e3400318-09bb-40e5-b55a-fb5b9ad26ef1,Learn JavaScript,Study,2,2025-06-09T03:24:25.405008,2025-06-09,03:24:25,3,0,"1,1,1",True
678ad9de-30cb-4652-88d9-17892f8353a6,Eat 5 Veggies,Health,3,2025-06-05T03:18:25.405040,2025-06-05,03:18:25,3,3,"1,0,1",False
66e55456-8caa-488e-9af1-55a5ee7356ae,Read 20 Pages,Study,2,2025-06-04T15:52:25.405060,2025-06-04,15:52:25,15,2,"0,1,0",True
159db55e-aec9-4a29-9da5-d00ef5de2d29,Yoga,Wellness,4,2025-06-06T13:44:25.405076,2025-06-06,13:44:25,13,4,"0,1,1",True
358b675c-bd04-422f-9b2a-28f570af2698,Walk 10k Steps,Health,5,2025-06-09T14:38:25.405093,2025-06-09,14:38:25,14,0,"0,1,0",True
9daefe9f-049e-47d1-a622-2f7b0f635007,Meditation,Wellness,5,2025-06-08T23:59:25.405109,2025-06-08,23:59:25,23,6,"1,1,0",True
0ddd6a8b-0172-434c-84f1-a3f998a8c654,Eat 5 Veggies,Health,3,2025-06-07T04:25:25.405125,2025-06-07,04:25:25,4,5,"0,1,1",False
